Pais;Encuesta;Variable;Definición;Valor;Etiqueta;Variable_nuestra;Reclasificacion_nuestra;Observaciones
Paraguay;Encuesta Permanente de Hogares Continua;B01REC;Código ocupación principal en los últimos 7 días;99;NR;Calificación;Resto;
Paraguay;Encuesta Permanente de Hogares Continua;B01REC;Código ocupación principal en los últimos 7 días;Blanco;NA;Calificación;Resto;
Paraguay;Encuesta Permanente de Hogares Continua;E01AIMDE;Ingreso mensual que habitualmente recibe de la actividad principal;numérico;;Ingresos;;
Bolivia;Encuesta Continua de Empleo;s2_22;La administración de la empresa, institución, negocio o lugar donde trabaja es…;1;Administración Pública;Sector;Publico;
Bolivia;Encuesta Continua de Empleo;s2_22;La administración de la empresa, institución, negocio o lugar donde trabaja es…;2;Empresa Pública (Estratégica);Sector;Privado sin SD;
Bolivia;Encuesta Continua de Empleo;s2_22;La administración de la empresa, institución, negocio o lugar donde trabaja es…;3;Privada (Empresa Mediana o Grande);Sector;Privado sin SD;
Bolivia;Encuesta Continua de Empleo;s2_22;La administración de la empresa, institución, negocio o lugar donde trabaja es…;4;Privada (Negocio familiar, micro o pequeña empresa);Sector;Privado sin SD;
Bolivia;Encuesta Continua de Empleo;s2_22;La administración de la empresa, institución, negocio o lugar donde trabaja es…;5;ONG (Organizaciones no gubernamentales) y otros sin fines de lucro;Sector;Privado sin SD;
Bolivia;Encuesta Continua de Empleo;s2_22;La administración de la empresa, institución, negocio o lugar donde trabaja es…;6;Organismos Internacionales, Embajadas;Sector;Privado sin SD;
Bolivia;Encuesta Continua de Empleo;s2_18;En esta ocupación usted trabaja como:;1;Obrero/Empleado;Categoria Ocupacional;Asalariados;
Bolivia;Encuesta Continua de Empleo;s2_18;En esta ocupación usted trabaja como:;2;Trabajador/a por cuenta propia;Categoria Ocupacional;No asalariados;
Bolivia;Encuesta Continua de Empleo;s2_18;En esta ocupación usted trabaja como:;3;Empleador/a o socio/a que no recibe salario;Categoria Ocupacional;No asalariados;
Bolivia;Encuesta Continua de Empleo;s2_18;En esta ocupación usted trabaja como:;4;Cooperativista de producción;Categoria Ocupacional;Asalariados;
Bolivia;Encuesta Continua de Empleo;s2_18;En esta ocupación usted trabaja como:;5;Trabajador/a familiar sin remuneración;Categoria Ocupacional;No asalariados;
Bolivia;Encuesta Continua de Empleo;s2_18;En esta ocupación usted trabaja como:;6;Aprendiz o persona en formación sin remuneración;Categoria Ocupacional;No asalariados;
Bolivia;Encuesta Continua de Empleo;s2_18;En esta ocupación usted trabaja como:;7;Empleada/o del hogar;Categoria Ocupacional;Asalariados;
Bolivia;Encuesta Continua de Empleo;s2_18;En esta ocupación usted trabaja como:;1;Obrero/Empleado;Sector;No utilizada;
Bolivia;Encuesta Continua de Empleo;s2_18;En esta ocupación usted trabaja como:;2;Trabajador/a por cuenta propia;Sector;No utilizada;
Bolivia;Encuesta Continua de Empleo;s2_18;En esta ocupación usted trabaja como:;3;Empleador/a o socio/a que no recibe salario;Sector;No utilizada;
Bolivia;Encuesta Continua de Empleo;s2_18;En esta ocupación usted trabaja como:;4;Cooperativista de producción;Sector;No utilizada;
Bolivia;Encuesta Continua de Empleo;s2_18;En esta ocupación usted trabaja como:;5;Trabajador/a familiar sin remuneración;Sector;No utilizada;
Bolivia;Encuesta Continua de Empleo;s2_18;En esta ocupación usted trabaja como:;6;Aprendiz o persona en formación sin remuneración;Sector;No utilizada;
Bolivia;Encuesta Continua de Empleo;s2_18;En esta ocupación usted trabaja como:;7;Empleada/o del hogar;Sector;Servicio doméstico;
Bolivia;Encuesta Continua de Empleo;condact;Condición de Actividad Ocupacion Principal (14+ años);1;Ocupado;Cond Actividad;Ocupado;
Bolivia;Encuesta Continua de Empleo;condact;Condición de Actividad Ocupacion Principal (14+ años);2;Cesante;Cond Actividad;Desocupado;
Bolivia;Encuesta Continua de Empleo;condact;Condición de Actividad Ocupacion Principal (14+ años);3;Aspirante;Cond Actividad;Desocupado;
Bolivia;Encuesta Continua de Empleo;condact;Condición de Actividad Ocupacion Principal (14+ años);4;Temporal;Cond Actividad;Desocupado;
Bolivia;Encuesta Continua de Empleo;condact;Condición de Actividad Ocupacion Principal (14+ años);5;Permanente;Cond Actividad;Desocupado;
Bolivia;Encuesta Continua de Empleo;phrs;Horas trabajadas a la semana Ocupación Principal;numérico;;Part Time Involuntario;Menos de 35 horas;
Bolivia;Encuesta Continua de Empleo;s2_57;¿Desea trabajar más horas de las que trabajó la semana pasada?;1;Sí;Part Time Involuntario;Involuntario;
Bolivia;Encuesta Continua de Empleo;s2_57;¿Desea trabajar más horas de las que trabajó la semana pasada?;2;No;Part Time Involuntario;Voluntario;
Bolivia;Encuesta Continua de Empleo;s2_21;En éste trabajo, usted…;1;Firmó contrato con fecha de vencimiento o término;Tiempo determinado;temporal;
Bolivia;Encuesta Continua de Empleo;s2_21;En éste trabajo, usted…;2;No firmó contrato pero tiene compromiso por obra o trabajo terminado;Tiempo determinado;no utilizado;
Bolivia;Encuesta Continua de Empleo;s2_21;En éste trabajo, usted…;3;No firmó contrato, pero tiene un acuerdo verbal;Tiempo determinado;no utilizado;
Bolivia;Encuesta Continua de Empleo;s2_21;En éste trabajo, usted…;4;Es personal de planta con ítem;Tiempo determinado;no temporal;
Bolivia;Encuesta Continua de Empleo;s2_21;En éste trabajo, usted…;5;No firmó contrato;Tiempo determinado;no utilizado;
Bolivia;Encuesta Continua de Empleo;s2_64;¿Está usted afiliado a una AFP?;1;Sí;Registración;Registrado;
Bolivia;Encuesta Continua de Empleo;s2_64;¿Está usted afiliado a una AFP?;2;No;Registración;No registrado;
Bolivia;Encuesta Continua de Empleo;s2_36a;En su ocupación usted tiene: Seguro de Salud;1;Sí;Salud;Con cobertura;
Bolivia;Encuesta Continua de Empleo;s2_36a;En su ocupación usted tiene: Seguro de Salud;2;No;Salud;Sin Cobertura;
Bolivia;Encuesta Continua de Empleo;s2_26;¿Cuántas personas trabajan en la empresa, institución o lugar donde trabaja, incluido usted?;numérico;01:10;Tamaño;Pequeño;
Bolivia;Encuesta Continua de Empleo;;¿Cuántas personas trabajan en la empresa, institución o lugar donde trabaja, incluido usted?;numérico;11:50;Tamaño;Mediano;
Bolivia;Encuesta Continua de Empleo;;¿Cuántas personas trabajan en la empresa, institución o lugar donde trabaja, incluido usted?;numérico;> 50;Tamaño;Grande;
Bolivia;Encuesta Continua de Empleo;cob_op;C. O. B. Ocupación principal (14+ años) (cob_op);0;Fuerzas Armadas;Calificación;No utilizada;
Bolivia;Encuesta Continua de Empleo;cob_op;C. O. B. Ocupación principal (14+ años) (cob_op);1;Directivos Adm. Pública y Empresas;Calificación;Alta;
Bolivia;Encuesta Continua de Empleo;cob_op;C. O. B. Ocupación principal (14+ años) (cob_op);2;Profesionales científicos e intelectuales;Calificación;Alta;
Bolivia;Encuesta Continua de Empleo;cob_op;C. O. B. Ocupación principal (14+ años) (cob_op);3;Técnicos de Nivel Medio;Calificación;Alta;
Bolivia;Encuesta Continua de Empleo;cob_op;C. O. B. Ocupación principal (14+ años) (cob_op);4;Empleados de oficina;Calificación;Media;
Bolivia;Encuesta Continua de Empleo;cob_op;C. O. B. Ocupación principal (14+ años) (cob_op);5;Trabajadores de Servicio y Vendedores;Calificación;Media;
Bolivia;Encuesta Continua de Empleo;cob_op;C. O. B. Ocupación principal (14+ años) (cob_op);6;Trabajadores en Agricultura, Pecuaria, Pesca y otros;Calificación;Media;
Bolivia;Encuesta Continua de Empleo;cob_op;C. O. B. Ocupación principal (14+ años) (cob_op);7;Trabajadores de la Construcción, Ind. Manufacturera y Otros;Calificación;Media;
Bolivia;Encuesta Continua de Empleo;cob_op;C. O. B. Ocupación principal (14+ años) (cob_op);8;Operadores de Instalaciones y Maquinarias;Calificación;Media;
Bolivia;Encuesta Continua de Empleo;cob_op;C. O. B. Ocupación principal (14+ años) (cob_op);9;Trabajadores No Calificados;Calificación;Baja;
Bolivia;Encuesta Continua de Empleo;cob_op;C. O. B. Ocupación principal (14+ años) (cob_op);99;Sin especificar;Calificación;Resto;
Bolivia;Encuesta Continua de Empleo;yprilab;Ingreso laboral Ocupación Principal (Bs/Mes) (14+ años);numérico;;Ingresos;;
Peru;Encuesta Nacional de Hogares;estrato;Estrato Geográfico;1;De 500 000 a más habitantes.;Zona;Urbano;
Peru;Encuesta Nacional de Hogares;estrato;Estrato Geográfico;2;De 100 000 a 499 999 habitantes.;Zona;Urbano;
Peru;Encuesta Nacional de Hogares;estrato;Estrato Geográfico;3;De 50 000 a 99 999 habitantes.;Zona;Urbano;
Peru;Encuesta Nacional de Hogares;estrato;Estrato Geográfico;4;De 20 000 a 49 999 habitantes.;Zona;Urbano;
Peru;Encuesta Nacional de Hogares;estrato;Estrato Geográfico;5;De 2 000 a 19 999 habitantes.;Zona;Urbano;
Peru;Encuesta Nacional de Hogares;estrato;Estrato Geográfico;6;De 500 a 1 999 habitantes.;Zona;Urbano;
Peru;Encuesta Nacional de Hogares;estrato;Estrato Geográfico;7;Área de Empadronamiento Rural (AER) Compuesto;Zona;Rural;
Peru;Encuesta Nacional de Hogares;estrato;Estrato Geográfico;8;Área de Empadronamiento Rural (AER) Simple;Zona;Rural;
Peru;Encuesta Nacional de Hogares;fac500;Factor de Expansión de Empleo/Ingresos proyecciones CPV-2007;numérico;;Ponderador;;
Peru;Encuesta Nacional de Hogares;p507;En su centro de trabajo Ud. era:;1;¿Empleador o patrono?;Sector;No utilizada;
Peru;Encuesta Nacional de Hogares;p507;En su centro de trabajo Ud. era:;2;¿Trabajador Independiente?;Sector;No utilizada;
Peru;Encuesta Nacional de Hogares;p507;En su centro de trabajo Ud. era:;3;¿Empleado?;Sector;No utilizada;
Peru;Encuesta Nacional de Hogares;p507;En su centro de trabajo Ud. era:;4;¿Obrero?;Sector;No utilizada;
Peru;Encuesta Nacional de Hogares;p507;En su centro de trabajo Ud. era:;5;¿Trabajador Familiar No Remunerado?;Sector;No utilizada;
Peru;Encuesta Nacional de Hogares;p507;En su centro de trabajo Ud. era:;6;¿Trabajador del Hogar?;Sector;SD;
Peru;Encuesta Nacional de Hogares;p507;En su centro de trabajo Ud. era:;7;¿Otro?;Sector;No utilizada;
Peru;Encuesta Nacional de Hogares;p510;En su ocupación principal ¿Ud. trabajo para:;1;Fuerzas Armadas, Policía Nacional del Perú (militares)?;Sector;Publico;
Peru;Encuesta Nacional de Hogares;p510;En su ocupación principal ¿Ud. trabajo para:;2;Administración pública?;Sector;Publico;
Peru;Encuesta Nacional de Hogares;p510;En su ocupación principal ¿Ud. trabajo para:;3;Empresa pública?;Sector;Privado sin SD;
Peru;Encuesta Nacional de Hogares;p510;En su ocupación principal ¿Ud. trabajo para:;5;Empresas especiales de servicios (SERVICE)?;Sector;Privado sin SD;
Peru;Encuesta Nacional de Hogares;p510;En su ocupación principal ¿Ud. trabajo para:;6;Empresa o patrono privado?;Sector;Privado sin SD;
Peru;Encuesta Nacional de Hogares;p510;En su ocupación principal ¿Ud. trabajo para:;7;Otra?;Sector;Privado sin SD;
Peru;Encuesta Nacional de Hogares;p507;En su centro de trabajo Ud. era:;1;¿Empleador o patrono?;Categoria Ocupacional;No asalariados;
Peru;Encuesta Nacional de Hogares;p507;En su centro de trabajo Ud. era:;2;¿Trabajador Independiente?;Categoria Ocupacional;No asalariados;
Peru;Encuesta Nacional de Hogares;p507;En su centro de trabajo Ud. era:;3;¿Empleado?;Categoria Ocupacional;Asalariados;
Peru;Encuesta Nacional de Hogares;p507;En su centro de trabajo Ud. era:;4;¿Obrero?;Categoria Ocupacional;Asalariados;
Peru;Encuesta Nacional de Hogares;p507;En su centro de trabajo Ud. era:;5;¿Trabajador Familiar No Remunerado?;Categoria Ocupacional;No asalariados;
Peru;Encuesta Nacional de Hogares;p507;En su centro de trabajo Ud. era:;6;¿Trabajador del Hogar?;Categoria Ocupacional;Asalariados;
Peru;Encuesta Nacional de Hogares;p507;En su centro de trabajo Ud. era:;7;¿Otro?;Categoria Ocupacional;No asalariados;
Peru;Encuesta Nacional de Hogares;OCU500;Indicador de la PEA (INEI);1;Ocupado;Cond Actividad;Ocupado;
Peru;Encuesta Nacional de Hogares;OCU501;Indicador de la PEA (INEI);2;Desocupado abierto;Cond Actividad;Desocupado;
Peru;Encuesta Nacional de Hogares;OCU502;Indicador de la PEA (INEI);3;Desocupado oculto;Cond Actividad;Desocupado;
Peru;Encuesta Nacional de Hogares;OCU503;Indicador de la PEA (INEI);4;No PEA;Cond Actividad;Inactivo;
Peru;Encuesta Nacional de Hogares;P513T;Total de horas trabajadas;numérico;;Part Time Involuntario;Menos de 35 horas;
Peru;Encuesta Nacional de Hogares;P521;La semana pasada, ¿Quería trabajar mas horas de las que normalmente trabaja, siempre y cuando fueran pagadas?;1;Sí;Part Time Involuntario;Involuntario;
Peru;Encuesta Nacional de Hogares;P521;La semana pasada, ¿Quería trabajar mas horas de las que normalmente trabaja, siempre y cuando fueran pagadas?;2;No;Part Time Involuntario;Voluntario;
Peru;Encuesta Nacional de Hogares;p511a;Bajo que tipo de contrato;1;¿Contrato indefinido, nombrado, permanente?;Tiempo determinado;no temporal;
Peru;Encuesta Nacional de Hogares;p511a;Bajo que tipo de contrato;2;¿Contrato a plazo fijo?;Tiempo determinado;temporal;
Peru;Encuesta Nacional de Hogares;p511a;Bajo que tipo de contrato;3;¿ Está en periodo de prueba?;Tiempo determinado;no utilizada;
Peru;Encuesta Nacional de Hogares;p511a;Bajo que tipo de contrato;4;¿Convenios de Formación Laboral Juvenil / Prácticas Pre-Profesionales?;Tiempo determinado;no utilizada;
Peru;Encuesta Nacional de Hogares;p511a;Bajo que tipo de contrato;5;¿Contrato por locación de servicios (Honor. Prof, RUC), SNP?;Tiempo determinado;no utilizada;
Peru;Encuesta Nacional de Hogares;p511a;Bajo que tipo de contrato;6;¿Régimen especial de contratación administrativa (CAS)?;Tiempo determinado;no utilizada;
Peru;Encuesta Nacional de Hogares;p511a;Bajo que tipo de contrato;7;¿Sin contrato?;Tiempo determinado;no utilizada;
Peru;Encuesta Nacional de Hogares;p511a;Bajo que tipo de contrato;8;¿Otro?;Tiempo determinado;no utilizada;
Peru;Encuesta Nacional de Hogares;p511a;Bajo que tipo de contrato;1;¿Contrato indefinido, nombrado, permanente?;Registración;Registrado;
Peru;Encuesta Nacional de Hogares;p511a;Bajo que tipo de contrato;2;¿Contrato a plazo fijo?;Registración;Registrado;
Peru;Encuesta Nacional de Hogares;p511a;Bajo que tipo de contrato;3;¿ Está en periodo de prueba?;Registración;Registrado;
Peru;Encuesta Nacional de Hogares;p511a;Bajo que tipo de contrato;4;¿Convenios de Formación Laboral Juvenil / Prácticas Pre-Profesionales?;Registración;Registrado;
Peru;Encuesta Nacional de Hogares;p511a;Bajo que tipo de contrato;5;¿Contrato por locación de servicios (Honor. Prof, RUC), SNP?;Registración;Registrado;
Peru;Encuesta Nacional de Hogares;p511a;Bajo que tipo de contrato;6;¿Régimen especial de contratación administrativa (CAS)?;Registración;Registrado;
Peru;Encuesta Nacional de Hogares;p511a;Bajo que tipo de contrato;7;¿Sin contrato?;Registración;No registrado;
Peru;Encuesta Nacional de Hogares;p511a;Bajo que tipo de contrato;8;¿Otro?;Registración;no utilizada;
Peru;Encuesta Nacional de Hogares;p512a;En su trabajo negocio o empresa incluyéndose Ud. ¿Laboraron:;1;Hasta 20 personas?;Tamaño;ver p512b;
Peru;Encuesta Nacional de Hogares;p512a;En su trabajo negocio o empresa incluyéndose Ud. ¿Laboraron:;2;De 21 a 50 personas?;Tamaño;Mediano;
Peru;Encuesta Nacional de Hogares;p512a;En su trabajo negocio o empresa incluyéndose Ud. ¿Laboraron:;3;De 51 a 100 personas?;Tamaño;Grande;
Peru;Encuesta Nacional de Hogares;p512a;En su trabajo negocio o empresa incluyéndose Ud. ¿Laboraron:;4;De 101 a 500 personas?;Tamaño;Grande;
Peru;Encuesta Nacional de Hogares;p512a;En su trabajo negocio o empresa incluyéndose Ud. ¿Laboraron:;5;Más de 500 personas?;Tamaño;Grande;
Peru;Encuesta Nacional de Hogares;p512a;En su trabajo negocio o empresa incluyéndose Ud. ¿Laboraron:;9;Missing value;Tamaño;Resto;
Peru;Encuesta Nacional de Hogares;p512b;Incluyéndose Ud, Número de personas que laboraron en su Centro de trab.;numérico;01:10;Tamaño;Pequeño;
Peru;Encuesta Nacional de Hogares;p512b;Incluyéndose Ud, Número de personas que laboraron en su Centro de trab.;;11:20;Tamaño;Mediano;
Peru;Encuesta Nacional de Hogares;p505;¿Cuál es la ocupación principal que desempeño? (revisión CIOU-88);numérico;916:39:00;Calificación;Baja;
Peru;Encuesta Nacional de Hogares;p505;¿Cuál es la ocupación principal que desempeño? (revisión CIOU-88);;414:59:00;Calificación;Media;
Peru;Encuesta Nacional de Hogares;p505;¿Cuál es la ocupación principal que desempeño? (revisión CIOU-88);;106:39:00;Calificación;Alta;
Peru;Encuesta Nacional de Hogares;p523;En su ocupación principal, ¿A Ud. le pagan:;1;Diario;Ingresos;;
Peru;Encuesta Nacional de Hogares;p523;En su ocupación principal, ¿A Ud. le pagan:;2;Semanal;Ingresos;;
Peru;Encuesta Nacional de Hogares;p523;En su ocupación principal, ¿A Ud. le pagan:;3;Quincenal;Ingresos;;
Peru;Encuesta Nacional de Hogares;p523;En su ocupación principal, ¿A Ud. le pagan:;4;Mensual;Ingresos;;
Peru;Encuesta Nacional de Hogares;p524a1;Ingreso total-monto (S/.);numérico;;Ingresos;;
